,carname,price,milage,hubraum,transmission,num_seats,num_doors,emission_class,car_type,num_owners,age,power_ps,power_kw,Schaden,Model,amg,mc_laren,blk_series,blue_eff,g_pow,brabus,avantgarde,elegance,tag_63,tag_65,tag_55,tüv,E10,biodiesel,pflanzenöl,electric,fueltype
5204,Mercedes-Benz C 400 Coupe AMG Line 4M Night Pano Comand Totw.,35880.0,70600.0,2996.0,Automatik,4,2/3,Euro6,sport,2,2.25,333.0,245.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5205,Mercedes-Benz GLC 250 d 4M AMG Line AHK Distr LED Pano Navi,36408.0,47165.0,2143.0,Automatik,5,4/5,Euro6,suv,2,3.6666666666666665,204.0,150.0,na,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5206,Mercedes-Benz C 300 C AMG NAVI*MULTIB*RFK*DIGI-DISPL*SPUR-P.*,34490.0,30000.0,1991.0,Automatik,4,2/3,Euro6d-TEMP,sport,2,1.5,258.0,190.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5207,Mercedes-Benz E 200 AVANTGARDE COMAND*DIGI-RADIO*PTS*RFK* LED,35999.0,3800.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.08333333333333337,197.0,145.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
5208,Mercedes-Benz C 300 T AVANTGARDE Digi-Displ*COMAND*MULTIB*etc.,38999.0,4000.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.5,258.0,190.0,without,C-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
5209,Mercedes-Benz E 220 d T Avantgarde 9G*COMAND*TOTW*EASY-P*RFK*,38888.0,16500.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.5,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5210,Mercedes-Benz C 220 d 4M T-Modell AVANTAGARDE*AMBIENTE*RFK LED,34900.0,13900.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.25,194.0,143.0,without,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5211,Mercedes-Benz E 220 d AVANTGARDE AHK*TOTW*NAVI*LED*PTS*RFK,35999.0,18500.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.25,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5212,Mercedes-Benz CLA 200 SB AMG 7G-DCT*LED*NAVI*PTS*RFK*AMBIENTE,34444.0,11000.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.25,163.0,120.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5213,Mercedes-Benz E 200 d AMG AUTOM*RFK*NAVI*WIDESCREEN*NIGHT-P.*,35499.0,29900.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,2,0.5,150.0,110.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5214,Mercedes-Benz E 200 T-Modell SPORTSTYLE AVANTG*RFK*TOTW*LED,34988.0,15500.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.08333333333333337,197.0,145.0,repaired,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5215,Mercedes-Benz GLC 250 4M AHK*PANO*LED*NAVI*PTS*SHZ Exclusive,37689.0,19500.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,0.5833333333333333,211.0,155.0,without,CL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5216,"Mercedes-Benz E 200 d T Avantgarde ""Das Taxi"" Spur+Totw LED",38880.0,9500.0,1597.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.16666666666666666,160.0,118.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5217,Mercedes-Benz GLE 350 d 4Matic 9G-TRONIC AMG Line,38999.0,111500.0,2987.0,Automatik,5,4/5,Euro6,suv,2,3.0833333333333335,258.0,190.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5218,Mercedes-Benz C 220 d 4Matic AMG Line Standhzg. Leder LED Navi,35600.0,24305.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.16666666666666666,194.0,143.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5219,Mercedes-Benz V 250 AVANTGARDE EDITION 4MATIC LANG+NAVI+360°KA,38991.0,91250.0,2143.0,Automatik,7,4/5,Euro6,van,1,3.0833333333333335,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5220,Mercedes-Benz Mercedes Benz E Klasse AMG OPTIK 63,36000.0,69000.0,2506.206500956023,Automatik,na,na,na,limousine,na,2.0,200.0,147.0,na,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Diesel
5221,Mercedes-Benz C 250 AMG Cabrio Sikli CabComfort Leder Navi LED,35800.0,22500.0,1991.0,Automatik,4,2/3,Euro6,cabrio,1,2.25,211.0,155.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5222,Mercedes-Benz C 220 d T 4M AMG-Line Comand LED 360° Distronic,34490.0,24714.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,1.0,194.0,143.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5223,Mercedes-Benz Mercedes v klasse d 220,38000.0,40000.0,2086.0126126126124,Automatik,na,na,na,van,na,1.5833333333333333,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5224,Mercedes-Benz V 220 d EDITION Kompakt Navi Kamera ILS-LED,37998.0,19998.0,2143.0,Automatik,6,4/5,Euro6,van,2,0.8333333333333334,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5225,Mercedes-Benz V 220 d kompakt Klima NAVI Garmin PDC,38900.0,3000.0,1950.0,Automatik,6,4/5,Euro6d-TEMP,van,1,-0.8333333333333334,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5226,Mercedes-Benz E 400 4Matic Avantgarde Leder Sound Distronic,36490.0,64300.0,3498.0,Automatik,5,4/5,Euro6,limousine,1,2.5833333333333335,333.0,245.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
5227,Mercedes-Benz C 200 AMG WideScreen Multibeam Burmester Distr.,37990.0,18057.0,1497.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.08333333333333337,184.0,135.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5228,Mercedes-Benz A 250 Limo AMG Night Pano Premium Navi Kamera,35250.0,17953.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.33333333333333337,224.0,165.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5229,Mercedes-Benz GLA 200 Progressive/Navi/Autom./Klima/LED,38500.0,14500.0,1332.0,Automatik,5,4/5,Euro6,suv,1,-0.5,163.0,120.0,without,GLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5230,Mercedes-Benz A 250 e Progressive R.kamera/Sounds./MBUX/Navi//,34860.0,4984.0,1332.0,Automatik,5,4/5,Euro6d,limousine,1,-0.5833333333333334,160.0,118.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
5231,Mercedes-Benz GLB 250 4Matic Progressive R.kamera/MBUX/LED/Key,37666.0,9171.0,1991.0,Automatik,5,4/5,Euro6d,suv,1,-0.16666666666666666,224.0,165.0,na,GLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5232,Mercedes-Benz CLA 220 d AMG Line Navi Premium Ambiente LED Cam,37500.0,2729.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,0.08333333333333337,190.0,140.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5233,Mercedes-Benz C 220 d AMG Line Spur-P. LED Kamera Navi PDC,35689.0,25500.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.25,194.0,143.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5234,Mercedes-Benz GLC 250 4M Exclusive+Night+LED+Kamera+Keyless,34590.0,27000.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,1.5,211.0,155.0,without,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5235,Mercedes-Benz Vito 114 CDI BE Mixto Kasten Navi/AHK/LED-ILS/GR,34742.0,19900.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.16666666666666666,136.0,100.0,na,Vito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5236,Mercedes-Benz E 300 de T -Das Taxi- Avantgarde R.kamera/LED/Na,37620.0,33802.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.41666666666666663,194.0,143.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hybrid
5237,"Mercedes-Benz GLC 250d Amg Line Mercedes Benz HUD, Pano,...",36890.0,88050.0,2270.4778911564626,Automatik,na,na,na,andere,na,4.0,204.0,150.0,na,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5238,Mercedes-Benz GLC 250 d 4M AMG Line Panorama Comand AHK 360°K,38950.0,75258.0,2143.0,Automatik,5,4/5,Euro6,suv,1,1.6666666666666667,204.0,150.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5239,Mercedes-Benz GLC 350 d 4M AMG Line Panorama Comand Rückfahrk.,37950.0,77324.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.0,258.0,190.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5240,Mercedes-Benz C 220 T d 4M AMG Line Panorama AHK Comand 360°,34950.0,25347.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.0,194.0,143.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5241,Mercedes-Benz C 220 d Cabriolet AMG Line Comand LED Totwinkel,34890.0,46549.0,2143.0,Automatik,4,2/3,Euro6,cabrio,2,2.5,170.0,125.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5242,Mercedes-Benz GLB 200 Navi-Premium Totwinkel Rückfahrkamera,38950.0,9000.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-0.9166666666666666,163.0,120.0,without,GLB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5243,Mercedes-Benz Gepflegtes Mercedes Benz Gle 350d AMG Serie,36800.0,112000.0,2855.186440677966,Automatik,na,na,na,suv,na,3.6666666666666665,258.0,190.0,na,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5244,"Mercedes-Benz GL350 BT 4M 7.SiTZE *KAMERA*LEDER-BRAUN*21""AMG*",36850.0,96000.0,2987.0,Automatik,7,4/5,Euro6,suv,2,5.75,258.0,190.0,without,GL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5245,Mercedes-Benz Mercedes C 200 AMG lineTOP,34500.0,45000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,0.41666666666666663,184.0,135.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5246,Mercedes-Benz A250 AMG Line VOLLAUSSTATTUNG*Ambiente*Nig...,34999.0,27000.0,1662.0386329866271,Automatik,na,na,na,kleinwagen,na,0.5833333333333333,224.0,165.0,na,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5247,Mercedes-Benz Mercedes Benz C300d AMG line,34500.0,26000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,0.8333333333333334,245.0,180.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5248,Mercedes-Benz Mercedes Benz E350d,38280.0,45000.0,2506.206500956023,Automatik,na,na,na,limousine,na,2.5833333333333335,258.0,190.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5249,Mercedes-Benz Mercedes Benz CLA45 AMG SB,35200.0,56958.0,1662.0386329866271,Automatik,na,na,na,kombi,na,2.8333333333333335,381.0,280.0,na,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5250,Mercedes-Benz Vito Tourer 116 CDI Edition lang+LED+Tempomat,37500.0,36700.0,2143.0,Automatik,8,4/5,Euro6,van,na,0.75,163.0,120.0,without,Vito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5251,Mercedes-Benz Mercedes Benz CLA45 AMG SB,35200.0,56958.0,1662.0386329866271,Automatik,na,na,na,kombi,na,2.8333333333333335,381.0,280.0,na,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5252,Mercedes-Benz Vito Tourer 116 CDI Edition lang+LED+Tempomat,37500.0,36700.0,2143.0,Automatik,8,4/5,Euro6,van,na,0.75,163.0,120.0,without,Vito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5253,Mercedes-Benz Gl 4.5 V8 AMG,39000.0,69000.0,3564.923076923077,Automatik,na,na,na,suv,na,5.333333333333333,278.2926829268293,204.8048780487805,na,GL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5254,Mercedes-Benz GLC 250 4M*AMG*HUD*PANO*KAMERA*BURMESTER*,34999.0,54335.0,1991.0,Automatik,5,4/5,Euro6,suv,2,3.9166666666666665,211.0,155.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5255,Mercedes-Benz Coupe C 400 4Matic*AMG*PANO*360°*NAVI*LED*,34999.0,61268.0,2996.0,Automatik,4,2/3,Euro6,sport,2,3.0833333333333335,333.0,245.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5256,Mercedes-Benz V220d EDITION lang 7G-TronicPlus,38000.0,17300.0,3312.844155844156,Automatik,na,na,na,van,na,2.0,163.0,120.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5257,"Mercedes-Benz C 250 COUPÉ AMG+NIGHT+BURMESTER+LED+360°+19""AMG",35499.0,27574.0,1991.0,Automatik,4,2/3,Euro6,sport,2,1.9166666666666667,211.0,155.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5258,Mercedes-Benz CLS 63 AMG LED NAV PDC PAN SITZKLIMA TOP ZUSTAND,35900.0,199000.0,5461.0,Automatik,4,4/5,Euro5,sport,2,8.166666666666666,525.0,386.0,without,CL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
5259,Mercedes-Benz CLA SB 220d 4M 7G AMG Line LED PAN NAV SZ PDCKAM,38367.0,2900.0,2143.0,Automatik,5,4/5,Euro6,kombi,na,0.33333333333333337,177.0,130.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5260,Mercedes-Benz E 350 T 4M BT Avantgarde Sportpaket AMG COMAND,34490.0,69005.0,2987.0,Automatik,5,4/5,Euro6,kombi,1,3.1666666666666665,258.0,190.0,na,E-Klasse,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5261,Mercedes-Benz C 250 Cabrio AMG AIRSCARF Burmester HUD Keyless,34900.0,38441.0,1991.0,Automatik,4,2/3,Euro6,cabrio,1,2.1666666666666665,211.0,155.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5262,Mercedes-Benz GLC 350 d 4M Exclusive Panoramadach COMAND,38995.0,43275.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.0833333333333335,258.0,190.0,without,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5263,Mercedes-Benz B 220 d 4M DISTRONIC akt. Parkassistent Memory,37695.0,7589.0,1950.0,Automatik,5,4/5,Euro6,limousine,1,-0.5,190.0,140.0,without,B-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5264,Mercedes-Benz E 350 d T 4M Avantgarde Automatik Panoramadach,36670.0,89632.0,2987.0,Automatik,5,4/5,Euro6,kombi,1,2.0,258.0,190.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5265,Mercedes-Benz CLK Cabrio CLK 55 AMG Deutsches Top Auto,35550.0,79000.0,5439.0,Automatik,4,2/3,na,cabrio,na,16.25,367.0,270.0,without,CLK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Benzin
5266,Mercedes-Benz GLB 200 d Navi Premium LED Night Kamera PTS Temp,37990.0,3000.0,1950.0,Automatik,na,4/5,Euro6,suv,1,-0.8333333333333334,150.0,110.0,without,GLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5267,Mercedes-Benz GLB 200 d Navi Premium LED Night Kamera PTS Temp,37990.0,3000.0,1950.0,Automatik,na,4/5,Euro6,suv,1,-0.8333333333333334,150.0,110.0,without,GLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5268,Mercedes-Benz S 63 AMG LANG*PERFORMANCE*EDITION*VOLL*,38800.0,99155.0,5461.0,Automatik,5,4/5,na,limousine,2,8.416666666666666,571.0,420.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
5269,Mercedes-Benz E500 500E w124,35000.0,100000.0,3312.844155844156,Automatik,na,na,na,andere,na,27.666666666666668,326.0,240.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5270,"Mercedes-Benz S-KLASSE S 350 S 63 AMG LANG PANO KEY SOFT 21""",37890.0,167998.0,2987.0,Automatik,5,4/5,na,limousine,2,5.916666666666667,258.0,190.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Diesel
5271,Mercedes-Benz Mercedes Coupé c 250 9G Tronic Night Paket...,35500.0,28000.0,2386.2583961617547,Automatik,na,na,na,sport,na,1.5833333333333333,211.0,155.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5272,Mercedes-Benz S 500 4Matic 7G-TRONIC Rentnerfahrz. unfallfrei,38500.0,65400.0,4663.0,Automatik,5,4/5,Euro6,limousine,2,6.166666666666667,455.0,335.0,na,S-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5273,Mercedes-Benz E 400 CABRIO AMG-STY DISTR. 360° NETTO 34.200,38880.0,38533.0,3498.0,Automatik,4,2/3,Euro6,cabrio,1,3.0833333333333335,333.0,245.0,na,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5274,Mercedes-Benz E 400 4M AVANT DISTRONIC TV HEAD-UP NETTO 31.680,35900.0,61853.0,3498.0,Automatik,5,4/5,Euro6,limousine,1,2.6666666666666665,333.0,245.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5275,Mercedes-Benz E 200 AMG-STY DISTR. WIDESCREEN PANO 360°,34680.0,45076.0,1991.0,Automatik,5,4/5,Euro6,limousine,2,3.4166666666666665,184.0,135.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5276,Mercedes-Benz C 450 AMG 4M C 43 T / DISTR. AIRM. PANO HEAD-UP,34980.0,69258.0,2996.0,Automatik,5,4/5,Euro6,kombi,2,3.5833333333333335,367.0,270.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5277,Mercedes-Benz C 400 4M AVANTG. PANO NETTO 31.980,36680.0,1001.0,2996.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.41666666666666663,333.0,245.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5278,Mercedes-Benz E 200 EXCLUSIVE/Business/MultibeamLED/Parkpaket,36900.0,10292.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,2,0.16666666666666663,197.0,145.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5279,Mercedes-Benz GLE 250 d 4MATIC Schiebedach/AHK/Totwinkel/LED,37900.0,74290.0,2143.0,Automatik,5,4/5,Euro6,suv,2,2.3333333333333335,204.0,150.0,without,GLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5280,Mercedes-Benz GLA 220 4M AMG Line/Comand/Pano-Dach/Standh./LED,34900.0,11700.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,suv,2,0.25,184.0,135.0,without,GLA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5281,Mercedes-Benz E 350 T d 4M COMAND/Distronic/Multibeam/AHK/DAB,34700.0,51747.0,2987.0,Automatik,5,4/5,Euro6,kombi,1,1.75,258.0,190.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5282,Mercedes-Benz CLA 200 Shooting Brake AMG Line Distronic/MBUX,34900.0,11447.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.3333333333333333,163.0,120.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5283,Mercedes-Benz C 200 T AMG Line 9G-Tronic/Navi/Distronic/Night,34900.0,12177.0,1497.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.0,184.0,135.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5284,Mercedes-Benz V 220 d AVANTGARDE Extralang Navi/Leder/ILS/SHZ,37900.0,46379.0,2143.0,Automatik,8,4/5,Euro6,van,1,0.6666666666666667,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Diesel
5285,Mercedes-Benz GLB 200 Progressive/Business/Navi/MBUX/LED/Sitzh,37900.0,3000.0,1332.0,Automatik,5,4/5,Euro6,suv,1,-0.6666666666666666,163.0,120.0,without,GLB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5286,Mercedes-Benz A 250 e Progressive/NaviPremium/Leder/Multibeam,34900.0,9500.0,1332.0,Automatik,5,4/5,Euro6,limousine,3,0.33333333333333337,160.0,118.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hybrid
5287,Mercedes-Benz E 220d 9G Avantgarde 6d-TEMP Comand Multibeam,34700.0,25806.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.25,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5288,Mercedes-Benz E 220 d Coupe*AVANTGARDE*LED*COMAND*1-HAND*,34980.0,74493.0,1950.0,Automatik,4,2/3,Euro6,sport,1,2.1666666666666665,194.0,143.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5289,Mercedes-Benz Mercedes-Benz G-Klasse 270 Diesel,35000.0,278000.0,4006.043010752688,Automatik,na,na,na,suv,na,13.916666666666666,156.0,115.0,na,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5290,Mercedes-Benz C 43 /450 AMG 4Matic LED|NAVI|LEDER|S-DACH|TEMPO,35880.0,26000.0,2996.0,Automatik,5,4/5,Euro6,limousine,1,3.5833333333333335,367.0,270.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5291,Mercedes-Benz C 63 AMG C 63 AMG S,38999.0,67000.0,3982.0,Automatik,5,4/5,Euro6,limousine,3,4.333333333333333,510.0,375.0,without,C-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
5292,Mercedes-Benz A 200 AMG-Line/Night/Ambiente,35990.0,8100.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.5,163.0,120.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5293,Mercedes-Benz Mercedes-Benz W204 C63 Designo ILS T-Model...,38500.0,50850.0,3312.844155844156,Automatik,na,na,na,kombi,na,5.833333333333333,457.0,336.0,na,OTHER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
5294,Mercedes-Benz A 200 AMG-Line/Night/Pano/Burmester,36990.0,9900.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.5833333333333334,163.0,120.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5295,Mercedes-Benz C 43 AMG Kombi,38500.0,30000.0,3000.0,Automatik,5,4/5,na,kombi,2,2.25,367.0,270.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5296,"Mercedes-Benz GLE 350 d 4M AMG NIGHT AIRBODY,360GRAD,STANDHEIZ",35840.0,111250.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.0833333333333335,258.0,190.0,na,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5297,Mercedes-Benz A 200 AMG-Line/Augmented Reality/Park-Paket,35990.0,12900.0,1332.0,Automatik,5,4/5,Euro6d,limousine,1,-0.6666666666666666,163.0,120.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5298,Mercedes-Benz C 180 Cabr. AMG+AIRCAP+AIRSCARF+KAMERA+LED+NAVI,35980.0,7442.0,1497.0,Automatik,4,2/3,Euro6d-TEMP,cabrio,1,-0.08333333333333333,156.0,115.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5299,Mercedes-Benz Vito 119 Extralang Tourer PRO Allrad 9G elek.Tür,36890.0,42801.0,1950.0,Automatik,9,4/5,Euro6d-TEMP,van,1,0.33333333333333337,190.0,140.0,na,Vito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5300,Mercedes-Benz Vito 119 Lang Tourer PRO Allrad 9G DAB+ elek.Tür,34890.0,41739.0,1950.0,Automatik,9,4/5,Euro6d-TEMP,van,1,0.5,190.0,140.0,na,Vito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5301,Mercedes-Benz V 220 CDI Lang Navi Tempomat 7-Sitze 2xTüren,35890.0,23070.0,2143.0,Automatik,7,4/5,Euro6,van,1,1.5833333333333333,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
